TckrSymb,SctySrs,TradDt,OpnPric,HghPric,LwPric,ClsPric,TtlTradgVol
ICICIBANK,EQ,2026-03-25,1258.9,1272.9,1254.4,1259.7,17290030
INFY,EQ,2026-03-25,1270.0,1290.6,1257.1,1279.1,10824030
ITC,EQ,2026-03-25,292.7,298.5,292.25,295.7,26184716
LT,EQ,2026-03-25,3569.9,3660.0,3546.0,3649.3,5090205
RELIANCE,EQ,2026-03-25,1420.0,1430.5,1408.4,1413.1,19041331
SBIN,EQ,2026-03-25,1043.0,1065.5,1043.0,1060.6,16205333
TCS,EQ,2026-03-25,2400.9,2421.6,2369.8,2377.4,5843778
INFY,EQ,2026-03-26,13.100000381469727,13.359999656677246,13.079999923706055,13.15999984741211,8750500
ASIANPAINT,EQ,2026-03-27,2246.3,2269.0,2201.1,2207.4,1089010
HDFCBANK,EQ,2026-03-27,773.2,774.9,754.55,756.2,65485199
HINDUNILVR,EQ,2026-03-27,2123.3,2127.0,2069.5,2074.4,2789151
ICICIBANK,EQ,2026-03-27,1256.0,1260.9,1230.1,1233.8,23630905
INFY,EQ,2026-03-27,1285.2,1294.8,1263.2,1269.7,13092541
ITC,EQ,2026-03-27,294.7,296.85,291.55,294.7,22179022
LT,EQ,2026-03-27,3640.0,3640.0,3547.0,3564.1,3991388
RELIANCE,EQ,2026-03-27,1401.0,1404.7,1345.0,1348.1,23266517
SBIN,EQ,2026-03-27,1051.3,1055.3,1013.0,1019.5,20445349
TCS,EQ,2026-03-27,2403.9,2422.1,2385.0,2389.8,4979411
ASIANPAINT,EQ,2026-03-30,2185.3,2202.9,2151.0,2165.2,1513565
HDFCBANK,EQ,2026-03-30,745.2,751.0,726.65,731.55,103500135
HINDUNILVR,EQ,2026-03-30,2064.0,2082.4,2046.2,2055.2,2482193
ICICIBANK,EQ,2026-03-30,1216.5,1222.6,1200.4,1205.9,23952775
INFY,EQ,2026-03-30,1250.0,1265.5,1243.0,1250.6,14108486
ITC,EQ,2026-03-30,293.6,294.45,287.0,287.7,24586921
LT,EQ,2026-03-30,3500.0,3543.6,3491.1,3504.1,3549203
RELIANCE,EQ,2026-03-30,1335.0,1365.0,1334.1,1343.9,24393861
SBIN,EQ,2026-03-30,1005.0,1009.4,975.8,979.4,21438137
TCS,EQ,2026-03-30,2375.1,2398.0,2346.2,2358.9,6804756
INFY,EQ,2026-03-31,13.369999885559082,13.699999809265137,13.210000038146973,13.510000228881836,16621100
ASIANPAINT,EQ,2026-04-01,2224.8,2246.6,2198.4,2225.8,1209900
HDFCBANK,EQ,2026-04-01,743.0,755.9,739.1,742.25,78862761
HINDUNILVR,EQ,2026-04-01,2119.9,2119.9,2052.0,2064.7,2028470
ICICIBANK,EQ,2026-04-01,1228.1,1234.0,1210.0,1212.7,25472333
INFY,EQ,2026-04-01,1290.0,1303.0,1269.5,1275.7,8137156
ITC,EQ,2026-04-01,293.0,294.45,290.9,291.7,18604340
LT,EQ,2026-04-01,3655.0,3682.9,3597.3,3607.5,4099786
RELIANCE,EQ,2026-04-01,1384.2,1384.4,1362.9,1369.2,14404619
SBIN,EQ,2026-04-01,1008.0,1031.0,998.45,1017.8,17424479
TCS,EQ,2026-04-01,2429.0,2472.0,2397.9,2408.2,4132661
ASIANPAINT,EQ,2026-04-02,2185.0,2185.1,2142.4,2169.0,1854061
HDFCBANK,EQ,2026-04-02,730.0,755.0,726.65,750.9,49310300
HINDUNILVR,EQ,2026-04-02,2055.0,2069.9,2022.5,2065.3,1431905
ICICIBANK,EQ,2026-04-02,1196.0,1222.1,1187.6,1215.8,20851722
INFY,EQ,2026-04-02,1260.0,1305.4,1259.8,1300.8,12873492
ITC,EQ,2026-04-02,290.25,293.65,288.4,292.85,18082775
LT,EQ,2026-04-02,3539.3,3629.0,3470.0,3613.1,4121638
RELIANCE,EQ,2026-04-02,1357.0,1358.2,1328.0,1350.5,21280051
SBIN,EQ,2026-04-02,1000.0,1026.0,977.9,1018.4,20777629
TCS,EQ,2026-04-02,2386.0,2469.9,2375.7,2450.7,5378361
ASIANPAINT,EQ,2026-04-06,2169.0,2193.2,2145.9,2184.3,2048228
HDFCBANK,EQ,2026-04-06,759.0,772.75,745.0,771.0,42976659
HINDUNILVR,EQ,2026-04-06,2065.3,2092.8,2041.9,2084.8,1661298
ICICIBANK,EQ,2026-04-06,1213.0,1234.4,1200.5,1231.4,10058414
INFY,EQ,2026-04-06,1301.4,1320.0,1299.0,1306.2,10208682
ITC,EQ,2026-04-06,293.0,295.35,290.25,294.85,18047063
LT,EQ,2026-04-06,3616.6,3737.0,3577.0,3727.7,3353246
RELIANCE,EQ,2026-04-06,1359.0,1359.0,1290.0,1304.7,29274881
SBIN,EQ,2026-04-06,1020.0,1035.7,1005.05,1032.75,23576634
TCS,EQ,2026-04-06,2474.0,2482.0,2448.2,2473.9,2572417
ASIANPAINT,EQ,2026-04-07,2167.7,2198.7,2145.0,2186.2,1793007
HDFCBANK,EQ,2026-04-07,766.0,774.0,761.0,772.0,51309793
HINDUNILVR,EQ,2026-04-07,2064.7,2119.5,2050.8,2110.6,2709707
ICICIBANK,EQ,2026-04-07,1229.0,1250.4,1216.6,1245.5,25600557
INFY,EQ,2026-04-07,1302.0,1345.1,1293.5,1339.4,15355792
ITC,EQ,2026-04-07,294.15,299.0,292.75,298.45,26963485
LT,EQ,2026-04-07,3680.0,3736.2,3658.0,3723.3,3083714
RELIANCE,EQ,2026-04-07,1295.0,1308.3,1291.0,1304.6,28388922
SBIN,EQ,2026-04-07,1025.0,1033.7,1012.0,1030.4,15021291
TCS,EQ,2026-04-07,2461.0,2543.9,2448.0,2539.8,4516550
ASIANPAINT,EQ,2026-04-08,2284.5,2336.9,2245.2,2282.4,2914767
HDFCBANK,EQ,2026-04-08,800.0,817.8,796.0,816.1,70269512
HINDUNILVR,EQ,2026-04-08,2130.0,2192.8,2130.0,2145.6,3794437
ICICIBANK,EQ,2026-04-08,1310.0,1333.5,1292.4,1309.2,25148651
INFY,EQ,2026-04-08,1349.0,1376.9,1331.0,1346.2,16030133
ITC,EQ,2026-04-08,303.9,304.6,301.55,302.45,22310207
LT,EQ,2026-04-08,3948.0,4032.0,3931.0,4005.9,7368477
RELIANCE,EQ,2026-04-08,1349.0,1350.6,1326.2,1347.8,21817543
SBIN,EQ,2026-04-08,1074.0,1077.8,1059.45,1061.45,28533742
TCS,EQ,2026-04-08,2572.0,2580.3,2540.1,2559.2,4769337
ASIANPAINT,EQ,2026-04-09,2275.0,2289.6,2252.0,2269.6,1980060
HDFCBANK,EQ,2026-04-09,815.0,819.0,793.1,797.7,48879392
HINDUNILVR,EQ,2026-04-09,2145.5,2162.9,2115.0,2133.2,2506245
ICICIBANK,EQ,2026-04-09,1299.9,1308.0,1275.9,1281.3,22923062
INFY,EQ,2026-04-09,1329.9,1337.5,1314.0,1331.6,14894607
ITC,EQ,2026-04-09,301.5,304.4,301.25,303.0,17691477
LT,EQ,2026-04-09,3988.0,3988.0,3885.6,3896.2,4415151
RELIANCE,EQ,2026-04-09,1346.0,1350.0,1326.3,1330.0,20725390
SBIN,EQ,2026-04-09,1060.1,1064.35,1038.3,1040.95,24772948
TCS,EQ,2026-04-09,2554.0,2605.0,2531.1,2589.0,5628261
ASIANPAINT,EQ,2026-04-10,2267.7,2376.9,2267.7,2360.7,3018178
HDFCBANK,EQ,2026-04-10,804.0,812.25,801.0,810.3,38156026
HINDUNILVR,EQ,2026-04-10,2133.2,2170.0,2121.4,2155.3,2144484
ICICIBANK,EQ,2026-04-10,1289.0,1324.0,1288.5,1321.9,18174755
INFY,EQ,2026-04-10,1318.0,1318.9,1283.3,1292.5,19233369
ITC,EQ,2026-04-10,303.0,305.4,302.6,304.25,17744386
LT,EQ,2026-04-10,3932.0,3965.0,3915.6,3959.9,2822017
RELIANCE,EQ,2026-04-10,1337.0,1352.3,1331.5,1350.2,19364461
SBIN,EQ,2026-04-10,1049.0,1069.45,1046.15,1066.7,17861336
TCS,EQ,2026-04-10,2565.8,2565.8,2501.1,2524.3,10480239
ASIANPAINT,EQ,2026-04-13,2279.9,2362.5,2262.0,2352.4,1734562
HDFCBANK,EQ,2026-04-13,791.5,798.5,787.35,794.7,47549328
HINDUNILVR,EQ,2026-04-13,2131.0,2140.7,2113.5,2127.2,1994541
ICICIBANK,EQ,2026-04-13,1304.9,1357.0,1296.7,1351.1,30572141
INFY,EQ,2026-04-13,1272.0,1289.0,1265.7,1276.8,10366082
ITC,EQ,2026-04-13,300.0,301.45,298.1,298.65,16522014
LT,EQ,2026-04-13,3825.0,3971.7,3815.6,3954.3,4897563
RELIANCE,EQ,2026-04-13,1321.2,1327.6,1310.0,1315.1,28753269
SBIN,EQ,2026-04-13,1042.0,1067.25,1030.0,1063.55,17763348
TCS,EQ,2026-04-13,2489.9,2504.9,2470.0,2472.6,3739587
INFY,EQ,2026-04-14,14.029999732971191,14.270000457763672,13.859999656677246,13.9399995803833,14719900
ASIANPAINT,EQ,2026-04-15,2400.5,2426.0,2381.0,2423.1,1182431
HDFCBANK,EQ,2026-04-15,804.95,814.8,804.0,809.9,39769515
HINDUNILVR,EQ,2026-04-15,2140.9,2168.0,2140.9,2157.6,1552971
ICICIBANK,EQ,2026-04-15,1358.0,1364.8,1338.0,1348.1,23827473
INFY,EQ,2026-04-15,1306.3,1322.5,1300.5,1305.3,12098912
ITC,EQ,2026-04-15,300.7,304.0,300.55,302.05,18701403
LT,EQ,2026-04-15,4045.4,4104.0,4031.1,4076.3,4562142
RELIANCE,EQ,2026-04-15,1337.0,1347.0,1334.2,1344.1,15313779
SBIN,EQ,2026-04-15,1076.0,1088.0,1068.2,1071.5,16195810
TCS,EQ,2026-04-15,2501.9,2559.0,2493.4,2554.9,5261384
ASIANPAINT,EQ,2026-04-16,2435.0,2446.6,2411.6,2440.3,1496210
HDFCBANK,EQ,2026-04-16,818.0,820.05,792.2,795.45,62861293
HINDUNILVR,EQ,2026-04-16,2158.0,2163.7,2129.1,2139.1,1845734
ICICIBANK,EQ,2026-04-16,1352.0,1366.9,1340.2,1345.5,24017236
INFY,EQ,2026-04-16,1322.1,1331.0,1309.0,1319.2,18527029
ITC,EQ,2026-04-16,302.95,305.35,301.85,303.4,16512053
LT,EQ,2026-04-16,4128.0,4149.0,4089.0,4119.8,5092608
RELIANCE,EQ,2026-04-16,1352.0,1353.8,1330.0,1343.3,30211012
SBIN,EQ,2026-04-16,1078.0,1084.15,1062.0,1067.15,20313165
TCS,EQ,2026-04-16,2572.0,2594.0,2558.0,2576.9,3905403
ASIANPAINT,EQ,2026-04-17,2425.0,2486.1,2417.5,2464.0,1286575
HDFCBANK,EQ,2026-04-17,790.1,803.95,788.2,799.9,37282544
HINDUNILVR,EQ,2026-04-17,2142.0,2245.0,2133.0,2240.8,4882697
ICICIBANK,EQ,2026-04-17,1347.0,1352.9,1334.0,1346.8,18151993
INFY,EQ,2026-04-17,1313.0,1328.3,1306.1,1318.7,12064048
ITC,EQ,2026-04-17,303.85,309.95,303.85,306.8,35111203
LT,EQ,2026-04-17,4134.0,4142.9,4072.8,4096.1,2796673
RELIANCE,EQ,2026-04-17,1340.0,1368.4,1340.0,1365.0,13869105
SBIN,EQ,2026-04-17,1067.0,1082.15,1060.0,1080.25,16823879
TCS,EQ,2026-04-17,2570.0,2589.0,2555.9,2581.5,2718206
ASIANPAINT,EQ,2026-04-20,2470.0,2523.8,2456.5,2516.8,1203157
HDFCBANK,EQ,2026-04-20,797.1,809.95,790.0,795.45,52148044
HINDUNILVR,EQ,2026-04-20,2240.8,2253.4,2223.2,2231.5,1460822
ICICIBANK,EQ,2026-04-20,1364.7,1376.4,1353.0,1356.2,21551520
INFY,EQ,2026-04-20,1320.0,1324.9,1308.1,1312.6,7172300
ITC,EQ,2026-04-20,307.0,307.95,304.45,305.0,13540471
LT,EQ,2026-04-20,4100.0,4130.0,4024.0,4051.0,3545024
RELIANCE,EQ,2026-04-20,1363.2,1373.0,1352.8,1363.3,13614733
SBIN,EQ,2026-04-20,1080.3,1120.95,1075.85,1107.85,31179584
TCS,EQ,2026-04-20,2587.1,2594.0,2561.2,2579.6,2288558
ASIANPAINT,EQ,2026-04-21,2516.3,2582.0,2513.7,2543.6,1681872
HDFCBANK,EQ,2026-04-21,795.2,814.9,795.2,811.75,49135752
HINDUNILVR,EQ,2026-04-21,2238.7,2335.7,2227.2,2310.7,3217281
ICICIBANK,EQ,2026-04-21,1368.0,1393.1,1360.0,1388.4,23312455
INFY,EQ,2026-04-21,1310.0,1325.0,1299.3,1313.2,10057440
ITC,EQ,2026-04-21,305.0,311.1,304.55,309.65,24411865
LT,EQ,2026-04-21,4039.0,4091.8,4032.0,4075.4,2426718
RELIANCE,EQ,2026-04-21,1359.0,1369.8,1350.1,1353.3,27293629
SBIN,EQ,2026-04-21,1113.4,1114.75,1105.95,1111.85,16963734
TCS,EQ,2026-04-21,2560.0,2614.0,2560.0,2610.5,2719959
ASIANPAINT,EQ,2026-04-22,2500.0,2572.0,2500.0,2562.9,1126584
HDFCBANK,EQ,2026-04-22,810.0,813.05,798.0,799.9,23876412
HINDUNILVR,EQ,2026-04-22,2310.4,2408.0,2310.4,2368.8,5558325
ICICIBANK,EQ,2026-04-22,1380.0,1380.1,1365.0,1367.6,13613487
INFY,EQ,2026-04-22,1295.0,1297.7,1255.9,1268.6,20088378
ITC,EQ,2026-04-22,310.0,310.55,305.1,305.5,24500511
LT,EQ,2026-04-22,4070.0,4070.0,4011.0,4021.1,2178082
RELIANCE,EQ,2026-04-22,1350.3,1366.0,1349.1,1362.1,9525953
SBIN,EQ,2026-04-22,1110.0,1117.85,1100.1,1103.3,12412659
TCS,EQ,2026-04-22,2580.0,2580.0,2503.6,2538.5,5232045
ASIANPAINT,EQ,2026-04-23,2530.0,2541.7,2510.0,2521.4,1378614
HDFCBANK,EQ,2026-04-23,792.0,796.65,782.5,784.35,37677616
HINDUNILVR,EQ,2026-04-23,2336.0,2400.0,2336.0,2366.4,2063531
ICICIBANK,EQ,2026-04-23,1348.4,1354.0,1343.5,1348.0,20111792
INFY,EQ,2026-04-23,1254.0,1265.7,1226.0,1240.6,14792854
ITC,EQ,2026-04-23,304.0,306.35,303.25,305.3,10701849
LT,EQ,2026-04-23,4009.9,4064.0,3978.5,4054.1,2229134
RELIANCE,EQ,2026-04-23,1346.0,1355.5,1340.7,1343.4,16385079
SBIN,EQ,2026-04-23,1095.0,1101.9,1082.2,1094.25,13669001
TCS,EQ,2026-04-23,2529.0,2559.5,2516.3,2521.8,2509050
ASIANPAINT,EQ,2026-04-24,2521.4,2538.9,2470.7,2485.1,436871
HDFCBANK,EQ,2026-04-24,777.3,787.6,777.0,784.85,27720358
HINDUNILVR,EQ,2026-04-24,2388.6,2388.6,2299.0,2327.3,1676706
ICICIBANK,EQ,2026-04-24,1336.3,1348.8,1324.0,1326.2,14056743
INFY,EQ,2026-04-24,1200.0,1223.9,1152.2,1154.6,42078914
ITC,EQ,2026-04-24,306.65,306.65,301.1,301.6,17011704
LT,EQ,2026-04-24,4072.0,4088.1,3983.2,4014.3,2162213
RELIANCE,EQ,2026-04-24,1340.0,1345.9,1325.0,1327.8,11744802
SBIN,EQ,2026-04-24,1091.35,1106.0,1090.05,1101.1,13774745
TCS,EQ,2026-04-24,2488.0,2505.0,2388.8,2396.9,5107719
